,iso2c,country,year,EG.CFT.ACCS.ZS,EG.ELC.ACCS.ZS,NY.ADJ.DRES.GN.ZS,NY.ADJ.DFOR.GN.ZS,AG.LND.AGRI.ZS,NV.AGR.TOTL.ZS,ER.H2O.FWTL.ZS,SI.SPR.PCAP.ZG,SH.DTH.COMM.ZS,SL.TLF.0714.ZS,EN.ATM.CO2E.PC,CC.EST,EN.CLC.CDDY.XD,EN.CLC.MDAT.ZS,IC.BUS.EASE.XQ,EG.ELC.COAL.ZS,EG.IMP.CONS.ZS,EG.EGY.PRIM.PP.KD,EG.USE.PCAP.KG.OE,SP.DYN.TFRT.IN,AG.PRD.FOOD.XD,AG.LND.FRST.ZS,EG.USE.COMM.FO.ZS,NY.GDP.MKTP.KD.ZG,EN.CLC.GHGR.MT.CE,SI.POV.GINI,GE.EST,SE.XPD.TOTL.GB.ZS,EN.CLC.HEAT.XD,SH.MED.BEDS.ZS,SI.DST.FRST.20,IT.NET.USER.ZS,SL.TLF.ACTI.ZS,SP.DYN.LE00.IN,SE.ADT.LITR.ZS,EN.MAM.THRD.NO,EN.CLC.PRCP.XD,EN.CLC.SPEI.XD,SH.DYN.MORT,SM.POP.NETM,IP.PAT.RESD,SH.H2O.SMDW.ZS,SH.STA.SMSS.ZS,EN.ATM.PM25.MC.M3,PV.EST,SP.POP.65UP.TO.ZS,EN.POP.DNST,SI.POV.NAHC,SH.STA.OWAD.ZS,SN.ITK.DEFC.ZS,SG.GEN.PARL.ZS,SL.TLF.CACT.FM.ZS,RQ.EST,EG.ELC.RNEW.ZS,EG.FEC.RNEW.ZS,GB.XPD.RSDV.GD.ZS,RL.EST,SE.PRM.ENRR,SE.ENR.PRSC.FM.ZS,IP.JRN.ARTC.SC,IC.LGL.CRED.XQ,ER.PTD.TOTL.ZS,SL.UEM.TOTL.ZS,SP.UWT.TFRT,VA.EST,SE.XPD.TOTL.GD.ZS,iso3c,region,capital,longitude,latitude,income,lending
3637,RO,Romania,2001,66.78,100,2.147668383,0,64.4203561,13.1496004,NA,NA,NA,NA,4.366207979,NA,NA,NA,NA,37.1644451,24.60824053,6.346869065,1663.739288,1.27,91.64,27.73497018,86.5352964,5.218136257,-39.00718793,NA,NA,9.84882,NA,7.7,NA,4.538669029,68.08999634,71.16097561,NA,NA,NA,NA,21.1,NA,1128,81.60899906,54.25331969,NA,NA,13.97326888,96.34743807,NA,50.2,2.5,10.7,81.37398081,NA,27.70393198,13.3946052,0.3882,NA,96.7596,1.01004,NA,NA,NA,6.558000088,NA,NA,3.24046,ROU,Europe & Central Asia,Bucharest,26.0979,44.4479,Upper middle income,IBRD
3638,RO,Romania,2012,83.01,100,1.552967265,0,59.70350404,4.674548529,15.29495045,NA,NA,NA,4.074315455,-0.2633975,NA,NA,NA,38.98322387,22.16430189,4.09292985,1741.722606,1.52,85.95,28.92531042,76.42720092,2.077165007,NA,36.5,-0.3119501,8.43579,NA,6.2,5.3,45.87999425,64.65899658,74.41219512,NA,NA,NA,NA,11.1,-300001,1022,81.92656358,66.79537515,16.31584539,0.0823416,16.04383623,87.20126511,23,55.6,2.5,13.3,72.79133019,0.5546572,25.39558308,21.55095917,0.48251,0.0421296,98.58544,0.98715,11061.6,NA,NA,6.794000149,NA,0.3185296,2.9541,ROU,Europe & Central Asia,Bucharest,26.0979,44.4479,Upper middle income,IBRD
3639,RO,Romania,2014,84.6,100,0.950457,0,60.10952712,4.721517713,15.14393582,NA,NA,NA,3.516153691,-0.1126162,NA,NA,NA,27.31204564,16.77549802,3.483,1591.667659,1.56,117.33,29.51929679,72.52369457,3.4108091,NA,36,-0.0259938,9.25695,NA,NA,4.9,54.08,65.44300079,74.9097561,NA,NA,NA,NA,10,NA,952,81.90562048,70.47944969,15.00649546,0.0491361,16.62995928,86.53068063,25.4,56.6,2.5,13.5,72.17234963,0.5813455,41.6060857,24.3318801,0.3825,0.165362,NA,NA,10800.6,9,NA,6.802000046,NA,0.4281268,3.12642,ROU,Europe & Central Asia,Bucharest,26.0979,44.4479,Upper middle income,IBRD
3640,RO,Romania,2015,85.33,100,0.587660322,0,60.23122392,4.185743848,NA,1.14,4.1,NA,NA,-0.0176464,NA,NA,NA,27.63872455,NA,3.52,NA,1.58,108.69,29.82006259,NA,3.871522323,NA,35.9,-0.0561306,9.0876,NA,NA,5.1,55.7632,65.74900055,75.01219512,NA,NA,NA,NA,9.2,NA,975,81.90194025,72.42756983,15.43355526,0.1891144,16.9654269,86.12430894,25.3,57.1,2.5,13.7,70.36979489,0.5967953,39.7469737,23.69779403,0.48788,0.1575437,89.17204,0.99453,11527.3,9,NA,6.811999798,NA,0.4861361,3.10676,ROU,Europe & Central Asia,Bucharest,26.0979,44.4479,Upper middle income,IBRD
3641,RO,Romania,2016,85.88,100,0.363129735,0,58.76651599,4.061738615,NA,NA,4.2,NA,NA,-0.0187149,NA,NA,NA,NA,NA,NA,NA,1.64,112.93,30.12082839,NA,4.800799906,NA,NA,-0.1690356,NA,NA,NA,NA,59.50395129,65.3259964,75.3097561,NA,NA,NA,NA,8.5,NA,1005,81.90562009,74.44839988,14.53706284,0.2771966,17.42171322,85.63252782,23.6,57.7,2.5,13.7,70.08351578,0.5874754,NA,NA,0.48209,0.3609889,86.90768,0.99367,10193.5,9,22.57996783,5.901000023,NA,0.5397747,NA,ROU,Europe & Central Asia,Bucharest,26.0979,44.4479,Upper middle income,IBRD
3642,RO,Romania,2010,80.96,100,0.966468205,0,61.53444903,4.995806886,NA,NA,3.5,NA,3.922213561,-0.2265265,NA,NA,NA,34.21699467,21.57087204,4.173795061,1730.087676,1.59,93.95,28.31993045,75.07095149,-3.90123628,NA,35.5,-0.2655292,9.12913,NA,6.3,5.8,39.93,64.70400238,73.45853659,NA,NA,NA,NA,11.5,NA,1382,81.88552289,63.31563271,17.06214749,0.2736004,15.66722014,88.01074114,22.3,54.5,2.5,11.4,72.04279836,0.6428855,33.48785034,24.09570704,0.45569,0.0482135,99.96772,0.98894,11010.2,NA,NA,6.959000111,NA,0.432124,3.49538,ROU,Europe & Central Asia,Bucharest,26.0979,44.4479,Upper middle income,IBRD
3643,RO,Romania,2011,82.04,100,1.642888588,0,60.74640483,6.254577602,NA,NA,NA,NA,4.212926221,-0.2132552,NA,NA,NA,40.00548396,22.99181082,4.221597868,1777.106154,1.47,102.56,28.60581394,77.6518382,2.007156244,NA,35.9,-0.3289806,8.32978,NA,6.1,5.6,40.00999678,63.9090004,74.4097561,98.60429,NA,NA,NA,11.3,NA,1424,81.92260154,65.03922436,17.63675464,0.1860907,15.82451996,87.53324934,22.9,55,2.5,11.2,73.52312821,0.6582558,26.31494056,21.11273621,0.49582,0.0569546,99.60194,0.98565,10906.2,NA,NA,7.177000046,NA,0.3761372,3.05943,ROU,Europe & Central Asia,Bucharest,26.0979,44.4479,Upper middle income,IBRD
3644,RO,Romania,2013,83.73,100,1.298848189,0,60.44863713,5.377715712,NA,NA,NA,NA,3.550167079,-0.1879764,NA,NA,NA,28.96337297,18.75932353,3.609106831,1595.98939,1.46,102.42,29.22488414,73.49376345,3.514551804,NA,36.9,-0.0744246,NA,NA,6.3,5,49.7645,64.76300049,75.06341463,NA,NA,NA,NA,10.6,NA,993,81.91609148,68.60404753,15.36930935,0.1791331,16.3187928,86.87429031,25.1,56.1,2.5,13.3,72.40777131,0.6117656,34.42155255,23.0902322,0.38666,0.125016,NA,NA,11177,9,NA,7.096000195,NA,0.3115235,NA,ROU,Europe & Central Asia,Bucharest,26.0979,44.4479,Upper middle income,IBRD
3645,RS,Serbia,2016,76.41,100,0.369787715,0.06389745,39.33226618,6.802096767,NA,NA,2.4,NA,NA,-0.3224787,NA,NA,NA,NA,NA,NA,NA,1.46,98.59,31.1159376,NA,3.340329069,NA,NA,0.0796595,8.69299,NA,NA,NA,67.05684137,64.82900238,75.68780488,98.84151,NA,NA,NA,6,NA,192,74.70980165,24.5776873,24.78062162,0.1401536,17.42315842,80.70343014,25.7,57.1,5.7,34,74.27076921,0.0562996,NA,NA,0.89059,-0.1592503,100.5713,1.0081,5052.4,6,6.149650149,15.25699997,NA,0.199048,3.86178,SRB,Europe & Central Asia,Belgrade,20.4656,44.8024,Upper middle income,IBRD
3646,RS,Serbia,2014,73.56,99.66079793,0.578077033,0.002057723,40.09146927,7.06588343,49.36362555,NA,NA,17.9379,5.282521917,-0.2269956,NA,NA,NA,66.2739939,28.78146807,5.936982935,1859.428888,1.46,94.57,31.0839252,83.87126164,-1.589506184,NA,39.2,0.0896169,8.764,NA,NA,4.8,62.07508046,62.68399811,75.33658537,NA,NA,NA,NA,6.6,NA,202,74.7058201,24.29122308,26.49207255,0.1841108,16.41895425,81.5295678,26.7,56.2,6,34,72.8478636,0.1412161,32.98451235,23.42929075,0.76972,-0.1496817,101.1312,1.01616,5233.2,6,NA,19.22299957,14.9,0.2126113,4.18025,SRB,Europe & Central Asia,Belgrade,20.4656,44.8024,Upper middle income,IBRD
3647,RS,Serbia,2015,75.02,100,0.382906954,0.026101497,39.65812943,6.706056394,NA,-0.88,2.6,NA,NA,-0.2670502,NA,NA,NA,72.42984439,NA,6.55752524,NA,1.46,89.05,31.0999314,NA,1.776320973,NA,39.6,0.1111203,8.87636,NA,NA,4.8,65.3170254,62.72100067,75.28780488,NA,NA,NA,NA,6.3,NA,178,74.70773846,24.35228952,26.95437789,0.238982,16.95668372,81.12717814,25.9,56.7,5.9,34,72.87880361,0.155342,26.90517356,21.17388528,0.86536,-0.117173,101.3429,1.00882,5072.3,6,NA,17.92099953,NA,0.2310588,4.04069,SRB,Europe & Central Asia,Belgrade,20.4656,44.8024,Upper middle income,IBRD
3648,RS,Serbia,2003,56.68,100,NA,NA,NA,11.38378573,NA,NA,NA,NA,NA,-0.490907,NA,NA,NA,69.86936606,28.17770522,10.19365727,2223.783121,1.59,NA,28.31008461,88.64159952,4.415414059,NA,NA,-0.6210334,NA,NA,NA,NA,NA,64.30400085,72.43658537,NA,NA,NA,NA,10.5,NA,NA,74.54906324,27.57982499,NA,-0.5821047,14.23090508,85.53156872,NA,50.7,NA,NA,70.47072318,-0.5854211,27.85443646,16.26229891,0.52138,-0.8523601,101.06524,1.02382,NA,NA,NA,15.19999981,NA,-0.1204937,NA,SRB,Europe & Central Asia,Belgrade,20.4656,44.8024,Upper middle income,IBRD
3649,RS,Serbia,2017,NA,100,0.447614484,0.07434169,NA,6.020667225,NA,NA,NA,NA,NA,-0.3751129,NA,NA,NA,NA,NA,NA,NA,1.46,NA,NA,NA,2.049310525,NA,NA,0.1842694,9.25646,NA,NA,NA,70.33083553,65.91300201,76.08780488,NA,NA,NA,NA,5.8,20000,171,74.7295448,24.72604511,24.72635819,0.0868026,17.89475162,80.27507432,NA,NA,5.7,34.4,75.15403477,0.0090444,NA,NA,0.93022,-0.1923404,100.3129,1.00548,NA,6,6.61310734,13.47700024,NA,0.1158026,3.95618,SRB,Europe & Central Asia,Belgrade,20.4656,44.8024,Upper middle income,IBRD
3650,RS,Serbia,2001,53.33,100,NA,NA,NA,17.82050409,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.22317108,22.86989061,10.25665825,1994.463468,1.58,NA,28.31008461,85.16230488,4.992714031,NA,NA,NA,NA,NA,NA,NA,NA,64.60600281,72.23414634,NA,NA,NA,NA,12.2,NA,NA,74.51223519,28.55058756,NA,NA,13.80616332,85.79273954,NA,49.7,NA,NA,70.78001209,NA,35.43979505,21.15550085,0.32119,NA,102.52085,1.0112,NA,NA,NA,12.80000019,NA,NA,NA,SRB,Europe & Central Asia,Belgrade,20.4656,44.8024,Upper middle income,IBRD
3651,RS,Serbia,2013,72.76,100,0.638296604,0,39.91767609,7.414216553,NA,NA,NA,NA,6.265110693,-0.3009326,NA,NA,NA,73.13839957,23.67934184,6.759756249,2080.972545,1.43,102,31.0679162,88.48592488,2.892634162,NA,39.8,-0.086723,NA,NA,NA,4.5,53.45036418,62.32699966,75.18536585,NA,NA,NA,NA,6.9,NA,201,74.70374305,24.48712913,27.43078591,-0.0756381,15.90891661,81.91324034,25,55.7,6,33.2,72.20780066,-0.0611573,26.06368063,20.22826896,0.72684,-0.3261064,100.8955,1.01842,5472.3,6,NA,22.15399933,NA,0.2854885,NA,SRB,Europe & Central Asia,Belgrade,20.4656,44.8024,Upper middle income,IBRD
3652,RS,Serbia,2008,65.27,100,0.650701657,0,41.2028367,7.44473842,NA,NA,NA,NA,7.087822517,-0.312101,NA,NA,NA,72.43897803,36.1351416,7.65701451,2289.995459,1.4,101.08,29.93597017,90.25827926,5.655574501,NA,NA,-0.1915558,10.39082,NA,5.5,NA,35.6,62.74599838,73.88536585,NA,NA,NA,NA,8,NA,386,74.64103694,25.6693938,NA,-0.5438424,14.51990115,84.04095587,NA,53.3,6,21.6,72.53941793,-0.2899177,25.96725584,15.56633957,0.70955,-0.4950255,100.62958,1.01752,3096.6,NA,NA,13.70499992,NA,0.2817037,4.70663,SRB,Europe & Central Asia,Belgrade,20.4656,44.8024,Upper middle income,IBRD
3653,RS,Serbia,2009,66.73,100,0.328027825,0,40.22410245,7.201495478,NA,NA,NA,NA,6.308347973,-0.312435,NA,0.010660574,NA,71.32214534,32.72709254,7.116223981,2070.229279,1.44,107.13,30.47793389,87.81702574,-2.731753651,NA,NA,-0.0392316,10.48218,NA,5.4,NA,38.1,60.97999954,73.98536585,NA,NA,NA,NA,7.8,NA,319,74.65931364,25.35430943,NA,-0.4775892,14.58067103,83.70463069,NA,53.8,5.9,21.6,73.08995831,-0.1261082,27.94612795,20.82235705,0.86613,-0.413305,97.6858,1.01433,3710.7,NA,NA,16.1420002,NA,0.3356198,4.75188,SRB,Europe & Central Asia,Belgrade,20.4656,44.8024,Upper middle income,IBRD
3654,RS,Serbia,2011,69.82,100,0.890874921,0,40.34072663,7.445153688,NA,NA,NA,NA,6.803677141,-0.2733609,NA,NA,NA,75.70218809,30.9848699,7.451384441,2237.461224,1.4,105.21,31.03590101,89.07430958,2.036275726,NA,NA,-0.0898259,10.17957,NA,5.6,NA,42.2,60.64400101,74.53658537,97.96241,NA,NA,NA,7.4,NA,180,74.69568663,24.88395701,31.03402776,-0.2828821,15.04883716,82.7132289,NA,54.8,6,22,71.50667751,0.0252941,22.79349884,17.55075746,0.72439,-0.2896222,101.4934,1.01679,4919.6,NA,NA,22.9659996,NA,0.2786245,4.49298,SRB,Europe & Central Asia,Belgrade,20.4656,44.8024,Upper middle income,IBRD
3655,RS,Serbia,2012,71.15,100,0.794992135,0,39.59067114,6.434658119,46.02117283,NA,NA,NA,6.120600182,-0.3297033,NA,NA,NA,72.80418014,25.78256553,6.764597061,2020.395115,1.45,94.79,31.05191,87.08940817,-0.681542133,NA,39.8,-0.1018853,9.22701,NA,5.7,4.8,48.1,61.41600037,74.83658537,NA,NA,NA,NA,7.1,29559,192,74.70181021,24.68382203,28.5847484,-0.2172995,15.4437086,82.31279442,24.5,55.2,6.1,33.2,71.55690139,-0.0633781,25.68908794,19.60573384,0.90691,-0.3563042,100.5713,1.01915,6076.6,NA,NA,24,NA,0.1989435,4.42658,SRB,Europe & Central Asia,Belgrade,20.4656,44.8024,Upper middle income,IBRD
3656,RS,Serbia,1998,NA,100,NA,NA,NA,16.88993381,NA,NA,NA,NA,NA,-1.200814,NA,NA,NA,63.68757935,23.98810814,11.87269618,2302.983782,NA,NA,28.31008461,89.19775396,2.430461505,-8.661,NA,-0.8846064,NA,NA,NA,NA,NA,64.37400055,NA,NA,NA,NA,NA,13.9,NA,NA,NA,NA,NA,-2.139184,12.79244233,86.52806997,NA,48.3,NA,NA,71.27018053,-0.8171021,34.09860347,16.74292286,0.80135,-1.260456,NA,NA,NA,NA,NA,13.69999981,NA,-0.9738429,NA,SRB,Europe & Central Asia,Belgrade,20.4656,44.8024,Upper middle income,IBRD
3657,RS,Serbia,1999,NA,100,NA,NA,NA,19.29059329,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.7494762,13.65520601,9.863354895,1686.92925,NA,NA,28.31008461,83.67748488,-12.14659634,NA,NA,NA,NA,NA,NA,NA,NA,64.74900055,NA,NA,NA,NA,NA,13.2,NA,NA,NA,NA,NA,NA,13.18064059,86.21542419,NA,48.8,NA,NA,71.16375211,NA,41.06554924,23.68335901,0.99719,NA,109.6715012,1.003900051,NA,NA,NA,13.69999981,NA,NA,NA,SRB,Europe & Central Asia,Belgrade,20.4656,44.8024,Upper middle income,IBRD
3658,RS,Serbia,2000,51.96,100,NA,NA,NA,18.34423612,NA,NA,2.8,NA,NA,-1.177213,NA,NA,NA,62.77973052,13.49923978,9.878057363,1826.357648,1.48,NA,28.31008461,84.75161165,7.759215241,NA,NA,-0.8451636,NA,NA,NA,NA,NA,64.69599915,71.58292683,NA,NA,NA,NA,12.7,NA,NA,74.49373241,29.04248309,29.22397031,-1.642953,13.53670933,85.94038418,NA,49.3,NA,NA,70.93113109,-0.8563468,35.14938489,23.58647717,0.89807,-1.271872,103.58666,1.01077,NA,NA,NA,12.60000038,NA,-0.6377379,NA,SRB,Europe & Central Asia,Belgrade,20.4656,44.8024,Upper middle income,IBRD
3659,RS,Serbia,2005,60.27,99.69072165,NA,NA,NA,6.739387841,NA,NA,NA,6.9,NA,-0.4125223,NA,NA,NA,64.27043922,35.96809114,8.555727345,2159.573829,1.45,NA,28.31008461,89.60711039,5.540422832,NA,NA,-0.3310836,NA,NA,5.9,NA,26.3,63.85200119,72.83414634,NA,NA,NA,NA,8.9,NA,372,74.58600168,26.62668186,29.68541749,-0.7651583,14.40037199,85.076252,NA,51.8,NA,NA,70.42116177,-0.5829304,32.98788178,16.37174748,0.41685,-0.9067186,102.74709,1.02161,NA,NA,NA,20.85000038,NA,-0.2069546,NA,SRB,Europe & Central Asia,Belgrade,20.4656,44.8024,Upper middle income,IBRD
3660,RS,Serbia,2002,55.18,100,NA,NA,NA,12.90676833,NA,NA,NA,NA,NA,-0.8668053,NA,NA,NA,64.34398175,25.83369082,10.16757394,2119.78208,1.57,NA,28.31008461,86.16732762,7.115788087,NA,NA,-0.5066521,NA,NA,NA,NA,NA,64.45700073,72.28536585,NA,NA,NA,NA,11.4,-276331,NA,74.53072891,28.06297088,NA,-0.5123259,14.0408914,85.71372056,NA,50.2,NA,NA,70.63335924,-0.6174521,33.51397604,19.08033581,0.67954,-0.8614516,102.11952,1.01645,NA,NA,NA,13.80000019,NA,0.0034056,NA,SRB,Europe & Central Asia,Belgrade,20.4656,44.8024,Upper middle income,IBRD
3661,RS,Serbia,2007,63.84,100,0.460975603,0,40.85181686,6.119040038,47.07981444,NA,NA,NA,7.106397561,-0.3531059,NA,NA,NA,70.05198358,36.54506851,7.954323183,2248.155036,1.38,97.59,29.39400925,89.93497052,6.439530929,NA,NA,-0.2283539,9.97664,NA,5.5,NA,33.15,63.63299942,73.63170732,NA,NA,NA,NA,8.1,-119556,395,74.62275185,25.98648916,NA,-0.5910532,14.51419788,84.39948548,NA,52.8,6,20.4,72.42270831,-0.3422168,27.46101231,14.29340656,0.62017,-0.4667416,101.06215,1.01898,2843.1,NA,NA,18.05999947,NA,0.3053002,4.51091,SRB,Europe & Central Asia,Belgrade,20.4656,44.8024,Upper middle income,IBRD
3662,RS,Serbia,2004,58.53,100,NA,NA,NA,11.72504043,NA,NA,NA,NA,NA,-0.4962658,NA,NA,NA,68.2906119,33.22640668,10.16757897,2424.404444,1.57,NA,28.31008461,90.40940247,9.046517342,NA,NA,-0.2136248,NA,NA,NA,NA,23.5,64.07700348,72.68292683,NA,NA,NA,NA,9.7,NA,473,74.56768679,27.10057764,NA,-0.5090607,14.35418108,85.33223188,NA,51.3,NA,NA,70.45117495,-0.4465472,29.50963222,14.86537169,0.30444,-0.7231666,101.55494,1.021,NA,NA,NA,18.5,NA,-0.1760499,NA,SRB,Europe & Central Asia,Belgrade,20.4656,44.8024,Upper middle income,IBRD
3663,RS,Serbia,2006,62.24,100,0.53452309,0,40.44134461,6.817558052,NA,NA,NA,NA,7.286928854,-0.2927563,NA,NA,NA,68.72892739,38.04555043,8.654739695,2300.733353,1.43,100,28.85204553,90.1464364,9.702753135,NA,NA,-0.208798,NA,NA,5.7,NA,27.2,63.6570015,73.38536585,NA,NA,NA,NA,8.4,NA,432,74.6043067,26.30570419,NA,-0.5396122,14.4906895,84.74238509,NA,52.3,6,12,70.48406717,-0.4431247,30.05674187,15.68668356,0.46678,-0.5318304,101.83955,1.02439,NA,NA,NA,20.85000038,NA,0.2144589,NA,SRB,Europe & Central Asia,Belgrade,20.4656,44.8024,Upper middle income,IBRD
3664,RS,Serbia,2010,68.56,99.718398,0.617220133,0,40.26526524,6.602455998,NA,NA,1.7,NA,6.302577983,-0.2947092,NA,NA,NA,67.05501964,32.39998778,7.28756047,2141.055205,1.4,102.12,31.01989481,86.9419507,0.731046443,NA,NA,-0.0459862,10.09823,NA,5.6,NA,40.9,59.97299957,74.33658537,NA,NA,NA,NA,7.6,NA,290,74.67742781,25.09445248,29.10058899,-0.4217417,14.74029095,83.3688086,NA,54.3,5.9,21.6,72.18444044,-0.022394,31.77457713,20.59508764,0.74427,-0.373143,95.89576,1.01182,4120.9,NA,NA,19.21800041,6.6,0.2864665,4.58655,SRB,Europe & Central Asia,Belgrade,20.4656,44.8024,Upper middle income,IBRD
3665,RU,Russian Federation,1998,NA,100,1.355991137,0,13.26433189,5.103393148,NA,NA,NA,NA,10.12729917,-0.9787812,NA,NA,NA,19.49880717,-59.83479804,13.98721859,3981.501949,1.232,87.89,49.39807891,92.11536568,-5.299961625,-388.3492129,38.1,-0.7270258,NA,NA,11.10999966,6.2,0.812744451,67.19100189,67.0297561,NA,NA,NA,NA,20.7,NA,16454,NA,NA,NA,-1.085838,12.31105092,9.014589318,NA,51,NA,10.2,77.27320689,-0.5093915,19.19112939,3.585032251,0.95384,-0.8784619,103.7480164,NA,NA,NA,NA,13.26099968,NA,-0.4064133,NA,RUS,Europe & Central Asia,Moscow,37.6176,55.7558,Upper middle income,IBRD
3666,RU,Russian Federation,2005,95.5,100,9.746977993,0,13.16615989,4.255916006,NA,NA,NA,NA,11.25352867,-0.8232302,NA,NA,NA,17.2954259,-84.6287039,9.837512177,4540.917363,1.294,100.18,49.37248915,90.68845507,6.399965448,-537.9232198,41.3,-0.5004948,11.95057,NA,9.7,5.8,15.2266732,71.56800079,65.5297561,NA,NA,NA,NA,13.7,NA,23644,74.90603621,56.67732111,18.99521728,-1.268546,13.82323763,8.76107113,17.8,53.1,2.5,9.8,81.43684918,-0.1315329,18.20252976,3.615024605,1.06797,-0.9273136,95.22629,0.993,33091.8,NA,NA,7.124000072,NA,-0.6515036,3.77193,RUS,Europe & Central Asia,Moscow,37.6176,55.7558,Upper middle income,IBRD
3667,RU,Russian Federation,2006,95.96,100,10.4202577,0,13.15737092,3.861312471,NA,NA,NA,NA,11.66912207,-0.9108945,NA,NA,NA,17.89780302,-82.95042526,9.36060693,4688.394596,1.305,102.48,49.46098332,90.62145855,8.200068255,-532.2182948,41,-0.4380455,12.4258,NA,9.7,5.9,18.02327746,71.86299896,66.72756098,NA,NA,NA,NA,12.8,NA,27884,74.99474065,57.05645839,NA,-0.9077932,13.8188013,8.734387528,15.2,53.5,2.5,9.8,81.82206772,-0.4042563,17.49382461,3.483899853,1.07294,-0.9533557,94.99946,0.99117,29368.9,NA,NA,7.054999828,NA,-0.9205537,3.86626,RUS,Europe & Central Asia,Moscow,37.6176,55.7558,Upper middle income,IBRD
3668,RU,Russian Federation,2007,96.28,100,8.917946711,0,13.15584446,3.778901706,NA,NA,NA,NA,11.67245657,-1.01379,NA,NA,NA,16.68918166,-84.2324743,8.649154521,4709.845744,1.416,111.97,49.53847417,90.54975259,8.499977768,-561.6815851,42.3,-0.3874615,NA,NA,9.5,5.8,24.66,72.70300293,67.58682927,NA,NA,NA,NA,11.9,2326672,27505,75.08317357,57.43645691,NA,-0.8613417,13.6521101,8.719462392,13.3,53.8,2.5,14,81.36516565,-0.2962315,17.52064093,3.669240152,1.11611,-0.9701154,95.68133,0.98819,30319.7,NA,NA,6.001999855,NA,-0.9164041,NA,RUS,Europe & Central Asia,Moscow,37.6176,55.7558,Upper middle income,IBRD
3669,RU,Russian Federation,2000,92.69,100,9.293002995,0,13.25666887,5.751715628,NA,NA,4.4,NA,10.62712053,-0.9952419,NA,NA,NA,19.87739427,-57.92622645,12.58730947,4224.286188,1.195,91.88,49.40184991,91.12638418,10.00006682,-461.8328248,37.1,-0.7200032,8.95185,NA,10.9,6.4,1.977230109,70.95999908,65.48365854,NA,NA,NA,NA,19.3,NA,23377,74.56915217,54.8190119,19.0540371,-1.396772,12.44357779,8.948996663,29,51.5,5.1,7.7,79.14647188,-0.5793793,18.72960564,3.497189098,1.04984,-1.097559,102.79093,NA,NA,NA,NA,10.58100033,NA,-0.3462704,2.93979,RUS,Europe & Central Asia,Moscow,37.6176,55.7558,Upper middle income,IBRD
3670,RU,Russian Federation,2009,96.93,100,7.65602748,0,13.15574954,4.084448697,NA,NA,NA,NA,11.02385623,-1.132048,NA,0.132700497,NA,16.52965269,-84.02162871,8.575950454,4531.286685,1.542,123.13,49.69609577,90.16257724,-7.799993913,-656.4776136,39.8,-0.413452,NA,NA,9,6.4,29,72.86000061,68.68463415,NA,NA,NA,NA,10.7,NA,25598,75.25894491,58.19887109,NA,-0.9684567,13.2172225,8.718719877,13,54.5,2.5,14,80.33847622,-0.335987,17.64404648,3.599623033,1.25192,-0.7763293,99.36153,0.99126,32620.2,NA,NA,8.300999641,NA,-0.8998858,NA,RUS,Europe & Central Asia,Moscow,37.6176,55.7558,Upper middle income,IBRD
3671,RU,Russian Federation,2010,97.22,100,8.294058184,0,13.06427907,3.343898249,NA,NA,4.6,NA,11.69434812,-1.090531,NA,NA,NA,15.98305595,-85.847244,8.731413434,4819.041423,1.567,109.47,49.77359074,90.52974766,4.5,NA,39.5,-0.4688114,NA,NA,8.8,6.4,43,72.74700165,68.84121951,99.68427,NA,NA,NA,10.3,NA,28722,75.34656656,58.58142708,19.48031098,-0.9294587,13.10636824,8.722634362,12.5,54.9,2.5,14,79.50242223,-0.3532888,16.12058881,3.342748397,1.1302,-0.7649318,NA,NA,33960.8,NA,NA,7.368999958,NA,-0.8889728,NA,RUS,Europe & Central Asia,Moscow,37.6176,55.7558,Upper middle income,IBRD
3672,RU,Russian Federation,2012,97.62,100,8.711482918,0,13.08858164,3.200116745,NA,NA,NA,NA,12.78497902,-1.042335,NA,NA,NA,15.74945783,-77.85610963,8.695251466,5167.011977,1.691,124.72,49.76857986,90.86580943,3.700057055,NA,40.7,-0.4204746,11.14676,NA,8.4,6.3,63.8,73.19400024,70.07219512,NA,NA,NA,NA,9.8,1800600,28701,75.52485474,59.3507726,18.30433841,-0.8177127,13.13985249,8.744141951,10.7,55.6,2.5,13.6,79.40423079,-0.3381374,15.56373111,3.354041116,1.02675,-0.8184694,101.0206,0.99098,36252.6,NA,NA,5.43599987,NA,-0.9788182,3.78973,RUS,Europe & Central Asia,Moscow,37.6176,55.7558,Upper middle income,IBRD
3673,RU,Russian Federation,1999,NA,100,4.252129278,0,13.22817022,6.580647609,NA,NA,NA,NA,10.40068271,NA,NA,NA,NA,18.94476469,-57.98271699,13.61630559,4136.761934,1.157,89.06,49.37829156,91.30937924,6.39991469,-421.4922335,37.4,NA,NA,NA,10.85000038,6.3,1.018984614,70.86799622,65.98219512,NA,NA,NA,NA,20.1,NA,19900,NA,NA,NA,NA,12.31989332,8.982780741,NA,51.2,NA,NA,78.93374756,NA,18.99243743,3.820848435,0.99624,NA,102.9470978,NA,NA,NA,NA,13.03600025,NA,NA,NA,RUS,Europe & Central Asia,Moscow,37.6176,55.7558,Upper middle income,IBRD
